name,race,background,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,skills,day,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,levelGroup
aa2976,Human,Acolyte,Cleric 6,Cleric,Life Domain,6,Heavy Armor Master|War Caster,0,20,16,8,14,10,16,10,Arcana|History|Religion|Insight|Medicine,09 08 18,CG,G,C,Human,Spare the Dying*0|Guidance*0|Light*0|Mending*0|Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3,Handaxe|Morningstar,04-07
214b4a,Human,City Watch,Barbarian 6,Barbarian,Path of the Totem Warrior,6,Shield Master,1,16,18,14,14,8,10,12,Athletics|Sleight of Hand|Perception|Deception|Intimidation,06 23 18,CN,N,C,Human,,"Warhammer|Handaxe|Crossbow, Heavy|Spear",04-07
2fb0fa,Human,Criminal,Monk 6,Monk,Way of the Kensei,6,,45,16,13,18,14,11,15,9,Acrobatics|Stealth|Insight|Deception,05 29 18,,NA,NA,Human,,Shortsword|Dart|Unarmed Strike,04-07
d95e29,Mountain Dwarf,Guild Artisan,Paladin 6,Paladin,Oath of the Crown,6,,-9,17,18,10,18,9,9,13,Insight|Medicine|Intimidation|Persuasion,09 09 18,,NA,NA,Dwarf,Shield of Faith*1|Thunderous Smite*1|Command*1|Compelled Duel*1|Warding Bond*2|Zone of Truth*2,Handaxe|Warhammer|Halberd,04-07
96624f,Half-Orc,Acolyte,Cleric 6,Cleric,Tempest Domain,6,Great Weapon Master,45,20,16,13,14,9,14,10,Religion|Insight|Medicine|Intimidation|Persuasion,05 30 18,CG,G,C,Half-Orc,Light*0|Sacred Flame*0|Fog Cloud*1|Thunderwave*1|Command*1|Cure Wounds*1|Healing Word*1|Inflict Wounds*1|Gust of Wind*2|Shatter*2|Prayer of Healing*2|Hold Person*2|Prayer of Healing*2|Call Lightning*3|Sleet Storm*3|Mass Healing Word*3|Spirit Guardians*3|Tongues*3,Warhammer|Javelin,04-07
17c920,Human,Inventor,Wizard 6,Wizard,School of Transmutation,6,War Caster,37,13,8,16,13,18,12,8,Arcana|Investigation|Religion|Insight|Medicine,05 27 18,NG,G,N,Human,,Quarterstaff,04-07
4ccc70,Goliath,Soldier,Fighter 6,Fighter,Samurai,6,Polearm Master|Heavily Armored,68,17,20,12,18,10,14,7,Athletics|Insight|Perception|Survival|Intimidation,08 12 18,LN,N,L,Goliath,,"Glaive|Crossbow, Heavy|Crossbow, Light",04-07
2e96e5,Half-Orc,Sage,Wizard 6,Wizard,School of Conjuration,6,,53,13,16,16,16,20,16,8,Arcana|History|Investigation|Insight|Intimidation,07 13 18,CG,G,C,Half-Orc,Mage Hand*0|Fire Bolt*0|Message*0|Chill Touch*0|Mending*0|Detect Magic*1|Mage Armor*1|Magic Missile*1|Thunderwave*1|Color Spray*1|Comprehend Languages*1|Identify*1|Protection from Evil and Good*1|Find Familiar*1|Catapult*1|Darkvision*2|Hold Person*2|Invisibility*2|Magic Weapon*2|Cloud of Daggers*2|Flaming Sphere*2|Shatter*2|Fireball*3|Lightning Bolt*3,,04-07
7ca1e8,Half-Orc,Sailor,Bard 6,Bard,College of Swords,6,,26,14,13,10,7,3,9,18,Athletics|Arcana|Medicine|Perception|Intimidation|Performance,07 12 18,,NA,NA,Half-Orc,,Shortsword|Dagger,04-07
40c29f,Human,Sailor,Paladin 6,Paladin,OathBreaker,6,,40,17,18,8,10,12,11,13,Athletics|Insight|Medicine|Perception,07 12 18,,NA,NA,Human,Hellish Rebuke*1|Inflict Wounds*1|Crown of Madness*2|Darkness*2,Longsword|Javelin,04-07
101447,Kobold,Sailor,Barbarian 6,Barbarian,Path of the Berserker,6,,58,14,16,14,14,12,10,8,Athletics|Perception|Survival|Intimidation,07 12 18,,NA,NA,Kobold,,Greataxe|Handaxe|Javelin,04-07
907a99,Dragonborn,Sailor,Rogue 6,Rogue,Swashbuckler,6,Dual Wielder,35,15,14,16,10,8,13,15,Athletics|Acrobatics|Stealth|Investigation|Perception|Intimidation,07 12 18,,NA,NA,Dragonborn,,Rapier,04-07
d4ab24,Kenku,Haunted One,Cleric 6,Cleric,Grave Domain,6,,60,15,11,14,14,13,18,13,Sleight of Hand|Arcana|Religion|Medicine|Deception|Persuasion,08 22 18,,NA,NA,Kenku,Spare the Dying*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2|Revivify*3|Vampiric Touch*3,Mace|Sickle,04-07
976586,Half-Elf,Charlatan,Bard 6,Bard,College of Lore,6,,39,14,8,16,12,10,14,18,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Intimidation|Performance|Persuasion,07 08 18,,NA,NA,Half-Elf,,Rapier|Dagger,04-07
9151ca,Human,Noble,Sorcerer 6,Sorcerer,Wild Magic,6,Spell Sniper,38,13,7,17,14,11,8,17,Arcana|History|Deception|Persuasion,05 12 18,,NA,NA,Human,,"Crossbow, Light|Dagger",04-07
cc1db9,Dragonborn,Noble,Paladin 6,Paladin,Oath of Ancients,6,,58,19,20,13,15,10,12,16,Athletics|History|Intimidation|Persuasion,04 07 18,CG,G,C,Dragonborn,Ensnaring Strike*1|Speak with Animals*1|Cure Wounds*1|Detect Evil and Good*1|Divine Favor*1|Moonbeam*2|Misty Step*2,Longsword|Javelin,04-07
f2d154,High Elf,Noble,Sorcerer 6,Sorcerer,Wild Magic,6,,37,13,10,16,14,13,12,20,Arcana|History|Insight|Perception|Persuasion,04 07 18,,NA,NA,Elf,,Dagger,04-07
ff10fc,Fallen Aasimar,Custom,Druid 6,Druid,Circle of Dreams,6,,45,16,10,14,14,10,16,12,Stealth|Nature|Religion|Perception,04 19 18,NG,G,N,Aasimar,Shillelagh*0|Produce Flame*0|Frostbite*0|Light*0|Cure Wounds*1|Speak with Animals*1|Faerie Fire*1|Pass Without Trace*2|Moonbeam*2|Invisibility*2|Daylight*3|Erupting Earth*3|Conjure Animals*3,,04-07
983fbd,Half-Orc,Knight,Fighter 6,Fighter,Champion,6,,75,18,18,10,18,10,14,20,Athletics|Religion|Perception|Intimidation|Persuasion,04 21 18,,NA,NA,Half-Orc,,Battleaxe|Handaxe,04-07
0f2727,Minotaur,Acolyte,Monk 6,Monk,Way of the Kensei,6,,46,15,9,15,13,12,16,12,Acrobatics|History|Religion|Insight,05 15 18,,NA,NA,,,Shortsword|Dart|Unarmed Strike,04-07
7260a1,Eladrin,Guild Artisan,Artificer 6,Artificer,Gunsmith,6,Linguist,47,16,9,17,12,17,10,10,Sleight of Hand|Arcana|Investigation|Insight|Perception|Persuasion,05 17 18,,NA,NA,,Mending*0|Identify*1|Detect Magic*1|Cure Wounds*1|Disguise Self*1|Shield of Faith*1|False Life*1,"Handaxe|Crossbow, Light",04-07
4b7a36,Human,Outlander,Barbarian 6,Barbarian,Path of the Battlerager,6,,65,15,18,14,17,9,13,12,Athletics|Perception|Survival|Intimidation,05 14 18,CG,G,C,Human,,Greatsword|Handaxe|Javelin,04-07
955d0b,Human,Faction Agent,Fighter 5,Fighter,Eldritch Knight,5,Sentinel,39,19,18,10,12,16,10,9,Athletics|Arcana|Nature|Insight|Survival,06 13 18,,NA,NA,Human,Lightning Lure*0|Booming Blade*0|Shield*1|Absorb Elements*1|Snare*1,Longsword|Handaxe,04-07
70fcef,Human,Faction Agent,Sorcerer 5,Sorcerer,Wild Magic,5,Lucky,32,12,10,14,14,10,10,18,Arcana|History|Insight|Deception|Persuasion,06 13 18,,NA,NA,Human,,Quarterstaff|Dagger,04-07
ebc99d,Human,Faction Agent,Fighter 5,Fighter,Eldritch Knight,5,Sentinel,39,19,18,10,12,16,10,9,Athletics|Arcana|Nature|Insight|Survival,06 12 18,,NA,NA,Human,,Longsword|Handaxe,04-07
105cd5,Human,Faction Agent,Rogue 5,Rogue,Arcane Trickster,5,,38,15,10,18,14,16,11,10,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Survival,06 15 18,,NA,NA,Human,,Rapier|Shortbow|Dagger,04-07
f69f29,Human,Faction Agent,Cleric 5,Cleric,Arcana Domain,5,Magic Initiate,28,16,9,16,10,10,18,12,Arcana|History|Religion|Insight|Medicine|Persuasion,06 12 18,,NA,NA,Human,Detect Magic*1|Magic Missile*1|Magic Weapon*2|Nystul’s Magic Aura*2|Dispel Magic*3|Magic Circle*3,"Mace|Crossbow, Light",04-07
300b28,Human,Knight,Paladin 5,Paladin,Oath of Devotion,5,Shield Master|Resilient,50,23,18,14,18,14,16,16,Athletics|Arcana|Religion|Perception|Persuasion,08 04 18,,NA,NA,Human,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2,Longsword|Flail,04-07
b7ec79,Serpentblood,Folk Hero,Bard 5,Bard,College of Whispers,5,,50,13,10,14,14,10,9,19,Stealth|Animal Handling|Survival|Deception|Persuasion,05 28 18,,NA,NA,Yaun-Ti,,Rapier|Dagger,04-07
054df0,Aarakocra,Far Traveler,Wizard 5,Wizard,School of Evocation,5,,32,13,10,16,15,18,14,12,Arcana|Investigation|Insight|Perception,07 15 18,CN,N,C,Aarakocra,,Dagger|Unarmed Strike,04-07
a81320,Human,Knight,Fighter 5,Fighter,Eldritch Knight,5,Lucky,60,18,16,11,14,16,10,10,Athletics|History|Perception|Persuasion,08 26 18,,NA,NA,Human,,Longsword,04-07
359ab3,Goliath,Haunted One,Barbarian 5,Barbarian,Path of the Zealot,5,,50,14,19,14,14,12,10,8,Athletics|Nature|Religion|Perception|Survival,06 05 18,,NA,NA,Goliath,,Greataxe|Handaxe|Javelin,04-07
221034,Half-Elf,Courtesan,Bard 5,Bard,College of Lore,5,War Caster,44,20,10,12,14,12,14,16,Acrobatics|Sleight of Hand|Stealth|History|Investigation|Medicine|Perception|Deception|Performance|Persuasion,09 01 18,CN,N,C,Half-Elf,Prestidigitation*0|True Strike*0|Vicious Mockery*0|Dissonant Whispers*1|Faerie Fire*1|Healing Word*1|Tasha’s Hideous Laughter*1|Hold Person*2|Invisibility*2|Silence*2|Enemies Abound*3,Whip|Longbow|Longsword,04-07
3dc6a8,Half-Elf,Noble,Wizard 5,Wizard,School of Divination,5,Lucky,32,12,8,14,14,18,10,14,Arcana|History|Investigation|Perception|Deception|Persuasion,09 06 18,,NA,NA,Half-Elf,Prestidigitation*0|Minor Illusion*0|Mending*0|Fire Bolt*0|Mage Armor*1|Detect Magic*1|Disguise Self*1|Shield*1|Identify*1|Grease*1|Misty Step*2|Suggestion*2|Invisibility*2|Hold Person*2|Web*2|Counterspell*3|Dispel Magic*3|Haste*3,Dagger,04-07
5a42e7,Human,Charlatan,Rogue 5,Rogue,Assassin,5,Alert,45,15,8,18,14,12,14,10,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception,08 02 18,,NA,NA,Human,,"Shortsword|Dagger|Crossbow, Light",04-07
8080ea,Fire Genasi,Caravan Specialist,Wizard 5,Wizard,School of Evocation,5,Magic Initiate,32,11,10,13,14,16,14,8,Arcana|Investigation|Animal Handling|Survival,06 21 18,CN,N,C,Genasi,Control Flames*0|Fire Bolt*0|Frostbite*0|Mending*0|Mold Earth*0|Poison Spray*0|Produce Flame*0|Alarm*1|Burning Hands*1|Detect Magic*1|Identify*1|Magic Missile*1|Thunderwave*1|Tenser’s Floating Disk*1|Witch Bolt*1|Mage Armor*1|Arcane Lock*2|Gust of Wind*2|Scorching Ray*2|Shatter*2|Fireball*3|Leomund’s Tiny Hut*3,Dagger,04-07
33ef30,Human,Acolyte,Cleric 5,Cleric,War Domain,5,War Caster,38,17,14,9,16,11,15,13,Religion|Insight|Perception|Persuasion,08 07 18,NG,G,N,Human,Guidance*0|Light*0|Sacred Flame*0|Thaumaturgy*0|Divine Favor*1|Shield of Faith*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Command*1|Magic Weapon*2|Spiritual Weapon*2|Prayer of Healing*2|Augury*2|Crusader’s Mantle*3|Spirit Guardians*3|Create Food and Water*3,Mace|Dagger,04-07
c9d2a7,Aarakocra,Soldier,Ranger 5,Ranger,Hunter Conclave,5,,44,15,10,18,15,12,14,8,Athletics|Insight|Perception|Survival|Intimidation,06 10 18,,NA,NA,Aarakocra,,Shortsword|Longbow,04-07
b91d54,Hill Dwarf,Folk Hero,Cleric 5,Cleric,Tempest Domain,5,War Caster,52,18,14,10,16,10,14,12,Religion|Animal Handling|Medicine|Survival,06 21 18,LG,G,L,Dwarf,Fog Cloud*1|Thunderwave*1|Cure Wounds*1|Healing Word*1|Detect Magic*1|Gust of Wind*2|Shatter*2|Hold Person*2|Spiritual Weapon*2|Call Lightning*3|Sleet Storm*3|Dispel Magic*3|Mass Healing Word*3,"Warhammer|Crossbow, Light",04-07
15435d,Human,Folk Hero,Barbarian 5,Barbarian,Path of the Berserker,5,,70,13,17,12,14,10,14,14,Athletics|Animal Handling|Survival|Intimidation,06 07 18,CG,G,C,Human,,Greataxe|Handaxe|Javelin,04-07
e1dc20,Half-Elf,Charlatan,Rogue 5,Rogue,Mastermind,5,Observant,40,14,8,16,10,16,13,13,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Persuasion,06 07 18,NN,N,N,Half-Elf,,Shortsword|Shortbow|Dagger,04-07
9de8a6,Human,Sailor,Fighter 5,Fighter,Champion,5,,65,16,9,17,17,10,13,13,Athletics|Acrobatics|Perception|Intimidation,06 16 18,,NA,NA,Human,,"Scimitar|Crossbow, Light",04-07
1e0f63,Half-Elf,Soldier,Ranger 5,Ranger,Hunter,5,,44,16,8,18,14,10,16,7,Athletics|Stealth|Investigation|Insight|Perception|Survival|Intimidation,09 09 18,LN,N,L,Half-Elf,Hunter’s Mark*1|Cure Wounds*1,Shortsword|Longbow,04-07
8.48E+06,Dragonborn,Mercenary Veteran,Paladin 5,Paladin,Oath of Devotion,5,,60,18,18,12,14,10,10,14,Athletics|Insight|Medicine|Persuasion,06 07 18,,NA,NA,Dragonborn,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2,Longsword,04-07
df744e,Human,Criminal,Cleric 5,Cleric,War Domain,5,,48,18,17,16,14,12,18,11,Stealth|History|Religion|Deception,07 17 18,CG,G,C,Human,Light*0|Guidance*0|Resistance*0|Sacred Flame*0|Divine Favor*1|Shield of Faith*1|Cure Wounds*1|Command*1|Bless*1|Magic Weapon*2|Spiritual Weapon*2|Aid*2|Hold Person*2|Lesser Restoration*2|Prayer of Healing*2|Crusader’s Mantle*3|Spirit Guardians*3|Tongues*3,Mace|Javelin|Warhammer,04-07
ac7f5a,Wood Elf,Outlander,Rogue 5,Rogue,Assassin,5,,28,14,10,17,10,13,14,14,Athletics|Sleight of Hand|Stealth|Animal Handling|Perception|Survival|Deception,07 16 18,,NA,NA,Elf,,Rapier|Shortbow|Dagger,04-07
6cd2cc,Half-Orc,Mercenary Veteran,Barbarian 5,Barbarian,Path of the Totem Warrior,5,,50,14,18,12,17,8,12,9,Athletics|Perception|Survival|Intimidation|Persuasion,08 12 18,,NA,NA,Half-Orc,,Maul|Handaxe|Javelin,04-07
73696e,Dragonborn,Soldier,Barbarian 5,Barbarian,Path of the Berserker,5,,60,14,20,14,15,8,14,14,Athletics|Perception|Survival|Intimidation,06 23 18,,NA,NA,Dragonborn,,Greataxe|Greatsword|Spear,04-07
ceb9fb,Dark Elf,Entertainer,Bard 5,Bard,College of Swords,5,Crossbow Expert,40,14,10,17,11,10,10,16,Athletics|Acrobatics|Medicine|Perception|Intimidation|Performance,07 22 18,,NA,NA,Elf,Blade Ward*0|Vicious Mockery*0|Minor Illusion*0|Healing Word*1|Heroism*1|Sleep*1|Cloud of Daggers*2|Blindness/Deafness*2|Enemies Abound*3,"Crossbow, Light|Dagger",04-07
d5f08c,Human,Sailor,Monk 5,Monk,Way of the Open Hand,5,Lucky,44,15,13,18,15,10,12,8,Athletics|Acrobatics|Insight|Perception,07 22 18,,NA,NA,Human,,Quarterstaff|Dart|Unarmed Strike,04-07
d67d98,Half-Elf,Soldier,Warlock 5,Warlock,The Celestial,5,,38,16,8,16,14,12,10,18,Athletics|Arcana|Religion|Medicine|Intimidation|Performance,09 02 18,,NA,NA,Half-Elf,Light*0|Sacred Flame*0|Eldritch Blast*0|Chill Touch*0|Blade Ward*0|Vicious Mockery*0|Message*0|Guidance*0|Protection from Evil and Good*1|Hex*1|Flaming Sphere*2|Lesser Restoration*2|Revivify*3|Counterspell*3,Mace|Dagger,04-07
f34747,Water Genasi,Sailor,Ranger 5,Ranger,Beast Master,5,,37,16,8,17,17,8,16,8,Athletics|Stealth|Animal Handling|Insight|Perception|Survival,05 25 18,,NA,NA,Genasi,Hunter’s Mark*1|Zephyr Strike*1|Cure Wounds*1|Animal Friendship*1|Spike Growth*2|Beast Sense*2|Healing Spirit*2,Shortsword|Longbow,04-07
e9da39,Human,Outlander,Barbarian 5,Barbarian,Path of the Totem Warrior,5,Mobile,55,18,16,14,16,10,12,11,Athletics|Nature|Perception|Survival|Intimidation,07 01 18,,NA,NA,Human,,Battleaxe|Handaxe|Javelin,04-07
0319b7,Half-Elf,Custom,Fighter 5,Fighter,Arcane Archer,5,Sharpshooter,49,17,19,16,16,10,13,12,Athletics|Stealth|Arcana|Medicine|Perception|Survival|Intimidation,09 05 18,CN,N,C,Half-Elf,,Longbow|Whip|Dagger|Battleaxe,04-07
cb0313,Goblin,Outlander,Druid 5,Druid,Circle of the Moon,5,,50,15,14,14,14,10,17,8,Athletics|Nature|Perception|Survival,06 22 18,,NA,NA,Goblin,,Scimitar,04-07
fcbd82,Goblin,Criminal,Rogue 5,Rogue,Assassin,5,,50,15,12,19,14,10,14,8,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Persuasion,06 22 18,,NA,NA,Goblin,,Shortsword|Shortbow|Dagger,04-07
fafe8c,Goblin,Outlander,Fighter 5,Fighter,Purple Dragon Knight,5,,65,16,16,14,16,13,10,8,Athletics|Acrobatics|Survival|Intimidation,06 22 18,,NA,NA,Goblin,,"Crossbow, Light",04-07
4cf663,Goblin,Outlander,Paladin 5,Paladin,Oath of Vengeance,5,,60,18,16,12,15,8,12,14,Athletics|Religion|Medicine|Survival,06 22 18,,NA,NA,Goblin,Bane*1|Hunter’s Mark*1|Hold Person*2|Misty Step*2,Battleaxe|Javelin,04-07
6583d5,Goblin,Outlander,Cleric 5,Cleric,War Domain,5,,55,18,13,14,16,10,16,8,Athletics|History|Religion|Survival,06 22 18,,NA,NA,Goblin,Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|Crusader’s Mantle*3|Spirit Guardians*3,"Warhammer|Crossbow, Light",04-07
7b8360,Goblin,Outlander,Bard 5,Bard,College of Lore,5,,45,14,8,16,13,10,14,16,Athletics|Arcana|History|Religion|Survival|Deception|Performance|Persuasion,06 22 18,,NA,NA,Goblin,,Rapier|Dagger,04-07
104a2d,Goblin,Outlander,Ranger 5,Ranger,Beast Master,5,,60,16,12,19,14,10,14,8,Athletics|Stealth|Nature|Animal Handling|Survival,06 22 18,,NA,NA,Goblin,,Shortsword|Longbow,04-07
c14234,Goblin,Far Traveler,Wizard 5,Wizard,School of Evocation,5,,26,12,8,14,14,17,14,10,Investigation|Insight|Perception,06 22 18,,NA,NA,Goblin,,Quarterstaff,04-07
906508,Tiefling,Hermit,Monk 5,Monk,Way of the Drunken Master,5,,48,14,16,16,14,18,12,18,Athletics|Acrobatics|Religion|Medicine|Performance,06 02 18,,NA,NA,Tiefling,,Dart|Unarmed Strike,04-07
887860,Human,Faction Agent,Cleric 5,Cleric,Arcana Domain,5,Magic Initiate,28,13,9,10,10,16,18,12,Arcana|History|Religion|Insight|Medicine|Persuasion,06 14 18,,NA,NA,Human,Mending*0|Guidance*0|Light*0|Detect Magic*1|Magic Missile*1|Guiding Bolt*1|Find Familiar*1|Magic Weapon*2|Nystul’s Magic Aura*2|Dispel Magic*3|Magic Circle*3,"Mace|Crossbow, Light",04-07
8dfba8,Wood Elf,Cloistered Scholar,Cleric 5,Cleric,Light Domain,5,,38,18,8,16,14,12,18,8,History|Religion|Insight|Medicine|Perception,06 26 18,,NA,NA,Elf,Light*0|Burning Hands*1|Faerie Fire*1|Flaming Sphere*2|Scorching Ray*2|Daylight*3|Fireball*3,"Mace|Crossbow, Light",04-07
72b41d,Human,Cloistered Scholar,Cleric 5,Cleric,Arcana Domain,5,Resilient,38,17,8,12,14,16,18,8,Arcana|History|Nature|Religion|Insight|Perception,06 27 18,,NA,NA,Human,Detect Magic*1|Magic Missile*1|Magic Weapon*2|Nystul’s Magic Aura*2|Dispel Magic*3|Magic Circle*3,"Mace|Crossbow, Light",04-07
721f6a,Tiefling,Far Traveler,Warlock 5,Warlock,The Fiend,5,Flames of Phlegethos,33,11,8,10,12,14,14,18,Arcana|Insight|Perception|Intimidation,06 27 18,,NA,NA,Tiefling,,"Crossbow, Light|Dagger",04-07
82fd6d,Protector Aasimar,Outlander,Warlock 5,Warlock,The Great Old One,5,Alert,33,11,8,10,13,12,15,19,Athletics|Arcana|Survival|Deception,06 01 18,,NA,NA,Aasimar,,"Crossbow, Light|Dagger",04-07
d4d2cf,Triton,Sailor,Bard 5,Bard,College of Valor,5,,36,13,12,15,15,10,10,20,Athletics|Perception|Deception|Intimidation|Persuasion,06 01 18,,NA,NA,Triton,,Rapier|Dagger,04-07
aa0227,Mountain Dwarf,Outlander,Barbarian 5,Barbarian,Path of the Totem Warrior,5,,65,21,20,18,20,12,14,18,Athletics|Perception|Survival|Intimidation,07 14 18,CG,G,C,Dwarf,,Battleaxe|Javelin|Warhammer,04-07
742604,Half-Elf,Outlander,Paladin 5,Paladin,Oath of Ancients,5,,34,18,18,14,10,8,14,14,Athletics|Nature|Insight|Medicine|Perception|Survival,06 14 18,,NA,NA,Half-Elf,Ensnaring Strike*1|Speak with Animals*1|Divine Favor*1|Thunderous Smite*1|Cure Wounds*1|Bless*1|Moonbeam*2|Misty Step*2,Greatsword|Longbow|Longsword,04-07
1ee9c7,Human,Sage,Sorcerer 5,Sorcerer,Draconic Bloodline,5,,32,15,9,14,13,15,11,18,Arcana|History|Intimidation|Persuasion,06 14 18,,NA,NA,Human,Fire Bolt*0|Light*0|Prestidigitation*0|Ray of Frost*0|Message*0|Thunderwave*1|Chromatic Orb*1|Shield*1|Scorching Ray*2|Misty Step*2|Fireball*3,Dagger|Quarterstaff,04-07
3bee17,Human,Acolyte,Paladin 5,Paladin,Oath of Vengeance,5,Great Weapon Master,44,16,18,12,14,8,10,14,Athletics|Religion|Insight|Medicine|Perception,08 01 18,,NA,NA,Human,Bane*1|Hunter’s Mark*1|Hold Person*2|Misty Step*2,Greatsword|Battleaxe|Javelin,04-07
6e8a46,Wood Elf,Cloistered Scholar,Cleric 5,Cleric,Knowledge Domain,5,,38,18,8,16,14,12,18,8,Arcana|History|Nature|Religion|Insight|Medicine|Perception,06 26 18,,NA,NA,Elf,Command*1|Identify*1|Augury*2|Suggestion*2|Nondetection*3|Speak with Dead*3,"Crossbow, Light|Shortsword",04-07
3057c7,Half-Orc,Sailor,Fighter 5,Fighter,Champion,5,Orcish Fury,49,18,18,10,16,9,10,12,Athletics|Acrobatics|Perception|Survival|Intimidation,06 26 18,,NA,NA,Half-Orc,,"Battleaxe|Crossbow, Light",04-07
91ae73,Lightfoot Halfling,Charlatan,Rogue 5,Rogue,Swashbuckler,5,,38,15,8,18,14,10,10,16,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Persuasion,06 26 18,,NA,NA,Halfling,,Shortsword|Dagger,04-07
05e2e8,Wood Elf,Outlander,Fighter 5,Fighter,Arcane Archer,5,Elven Accuracy,44,16,12,18,14,10,14,8,Athletics|Acrobatics|Nature|Animal Handling|Perception|Survival,06 29 18,CN,N,C,Elf,Prestidigitation*0,"Longbow|Crossbow, Light",04-07
a5cc11,Mountain Dwarf,Soldier,Barbarian 5,Barbarian,Path of the Berserker,5,,62,17,18,12,16,10,12,11,Athletics|Perception|Intimidation,07 26 18,,NA,NA,Dwarf,,Battleaxe|Handaxe|Javelin,04-07
9dbecd,Mountain Dwarf,Knight,Paladin 5,Paladin,Oath of Devotion,5,Sentinel,52,16,16,10,16,10,10,14,Athletics|Religion|Insight|Persuasion,07 26 18,,NA,NA,Dwarf,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2,Halberd|Warhammer|Javelin,04-07
dd7af9,Hill Dwarf,Far Traveler,Druid 5,Druid,Circle of the Moon,5,,45,15,8,14,16,10,18,10,Animal Handling|Insight|Medicine|Perception,08 12 18,,NA,NA,Dwarf,,Scimitar,04-07
329849,Air Genasi,Outlander,Ranger 5,Ranger,Hunter,5,,45,16,10,18,16,10,14,8,Athletics|Stealth|Investigation|Perception|Survival,08 12 18,,NA,NA,Genasi,,Shortsword|Longbow,04-07
a68963,Forest Gnome,Clan Crafter,Wizard 5,Wizard,School of Divination,5,,30,12,9,14,15,18,13,8,Arcana|History|Religion|Insight,08 12 18,,NA,NA,Gnome,,Quarterstaff,04-07
f2bf0d,Fire Genasi,Sage,Wizard 5,Wizard,School of Divination,5,,34,12,8,14,15,18,10,12,Arcana|History|Investigation|Religion|Persuasion,09 07 18,CG,G,C,Genasi,Produce Flame*0|Toll the Dead*0|Minor Illusion*0|Mage Hand*0|Dancing Lights*0|Detect Magic*1|Disguise Self*1|Find Familiar*1|Mage Armor*1|Shield*1|Absorb Elements*1|Fog Cloud*1|Ice Knife*1|Tasha’s Hideous Laughter*1|Invisibility*2|Suggestion*2|Hold Person*2|Scorching Ray*2|Counterspell*3|Fireball*3|Fly*3,Dagger,04-07
423317,Human,Outlander,Monk 5,Monk,Way of the Open Hand,5,Resilient,50,17,8,18,15,8,17,8,Athletics|Acrobatics|Stealth|Perception|Survival,06 16 18,NN,N,N,Human,,Shortsword|Dart|Unarmed Strike,04-07
d52eee,Variant,Knight,Fighter 5,Fighter,Eldritch Knight,5,Shield Master,44,18,15,14,14,12,9,9,Religion|Insight|Perception|Persuasion,05 27 18,,NA,NA,Half-Elf,Lightning Lure*0|Green-Flame Blade*0|Booming Blade*0|Absorb Elements*1|Shield*1|Find Familiar*1|Thunderwave*1,Longsword|Handaxe,04-07
aeb5d9,Dark Elf,Acolyte,Cleric 5,Cleric,Life Domain,5,,38,18,8,15,14,14,15,11,Religion|Insight|Medicine|Perception|Persuasion,05 25 18,,NA,NA,Elf,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3,"Mace|Crossbow, Light",04-07
9c2cb8,Protector Aasimar,Outlander,Sorcerer 5,Sorcerer,Storm Sorcery,5,,28,10,8,10,13,12,15,19,Athletics|Arcana|Insight|Survival,05 25 18,,NA,NA,Aasimar,Minor Illusion*0|Frostbite*0|Infestation*0|Shocking Grasp*0|Thunderwave*1|Chaos Bolt*1|Ice Knife*1|Misty Step*2|Mirror Image*2|Shadow Blade*2|Fireball*3|Slow*3,"Crossbow, Light|Dagger",04-07
deee47,Goliath,Guild Artisan,Barbarian 5,Barbarian,Path of the Totem Warrior,5,Animal Handler,53,15,17,12,16,8,8,13,Athletics|Insight|Perception|Intimidation|Persuasion,07 22 18,,NA,NA,Goliath,,Greataxe|Handaxe|Javelin|Battleaxe|Maul,04-07
5aceb0,Dragonborn,Acolyte,Paladin 5,Paladin,Oath of Devotion,5,,42,19,17,12,13,8,8,18,Religion|Insight|Medicine|Persuasion,07 22 18,,NA,NA,Dragonborn,Protection from Evil and Good*1|Sanctuary*1|Cure Wounds*1|Searing Smite*1|Thunderous Smite*1|Wrathful Smite*1|Lesser Restoration*2|Zone of Truth*2|Branding Smite*2|Magic Weapon*2,Warhammer|Javelin,04-07
